분류,장소명,카카오맵_장소명,검색_장소명,위도,경도,주소
자연,구두리오름,구두리오름,구두리오름,33.41004775,126.6878435,제주특별자치도 서귀포시 표선면 가시리 158-2
자연,구시물,구시물,구시물,33.29493824,126.7126771,제주특별자치도 서귀포시 남원읍 남원리
자연,군산오름,군산,군산,33.25313318,126.3699625,제주특별자치도 서귀포시 안덕면 창천리 산 3-1
자연,금능으뜸원해변,금능해수욕장,금능해수욕장,33.39044882,126.2358899,제주특별자치도 제주시 한림읍 금능리 2026
자연,금오름,금악오름,금악오름,33.35455001,126.3057176,제주특별자치도 제주시 한림읍 금악리 산 1-1
자연,김녕사굴,김녕사굴,김녕사굴,33.543884,126.7754763,제주특별자치도 제주시 구좌읍 김녕리 201-4
자연,김녕성세기해변,김녕해수욕장,김녕해수욕장,33.55743886,126.759314,제주특별자치도 제주시 구좌읍 김녕리 497-4
자연,남원큰엉해안,큰엉해안경승지,큰엉해안경승지,33.27333215,126.7037144,제주특별자치도 서귀포시 남원읍 남원리
자연,높은오름,높은오름,높은오름,33.45644843,126.7930668,제주특별자치도 제주시 구좌읍 송당리 산 213-1
자연,다랑쉬오름,다랑쉬,다랑쉬오름,33.47766962,126.8215274,제주특별자치도 제주시 구좌읍 세화리 산 6
자연,다려도,다려도,다려도,33.55679291,126.6952768,제주특별자치도 제주시 조천읍 북촌리
자연,도너리오름,도너리오름,도너리오름,33.32569857,126.3213432,제주특별자치도 제주시 한림읍 금악리 산 60
자연,돈내코,돈내코유원지,돈내코유원지,33.30036663,126.5841333,제주특별자치도 서귀포시 상효동 1459
자연,둔지봉,둔지봉,둔지봉,33.50276525,126.7949756,제주특별자치도 제주시 구좌읍 한동리 산 40
자연,따라비오름,따라비오름,따라비오름,33.38870699,126.7528584,제주특별자치도 서귀포시 표선면 가시리 산 63
자연,마라도등대,마라도항로표지관리소,마라도등대,33.11665537,126.2695123,제주특별자치도 서귀포시 대정읍 가파리 642
자연,마라도,마라도,마라도,33.11848091,126.2671657,제주특별자치도 서귀포시 대정읍 가파리 600
자연,만장굴,만장굴,만장굴,33.52793252,126.7693513,제주특별자치도 제주시 구좌읍 김녕리 3341-3
자연,모구리오름,모구리오름,모구리오름,33.40899489,126.828617,제주특별자치도 서귀포시 성산읍 난산리 2960-1
자연,모지오름,모지오름,모지오름,33.39354749,126.768129,제주특별자치도 서귀포시 표선면 성읍리 산 22
자연,무수천,무수천,무수천,33.46105275,126.4476441,제주특별자치도 제주시 애월읍 광령리
자연,물영아리오름,물영아리,물영아리,33.36847197,126.6919721,제주특별자치도 서귀포시 남원읍 수망리 산 188
자연,바늘오름,바농오름,바농오름,33.45396336,126.6526005,제주특별자치도 제주시 조천읍 교래리 산 108
자연,방선문,방선문,방선문,33.4528273,126.5178317,제주특별자치도 제주시 오라이동 3819-11
자연,별도봉,별도봉,별도봉,33.51893297,126.5526502,제주특별자치도 제주시 화북일동 4472
자연,보목마을,보목마을,보목마을,33.24072486,126.603755,제주특별자치도 서귀포시 보목동
자연,붉은오름자연휴양림,붉은오름자연휴양림,붉은오름자연휴양림,33.40149008,126.6753618,제주특별자치도 서귀포시 표선면 가시리 산 158
자연,비양도,비양도,비양도,33.41027771,126.2273484,제주특별자치도 제주시 한림읍 협재리
자연,비양봉,비양봉,비양봉,33.40945313,126.226973,제주특별자치도 제주시 한림읍 협재리 산 100-1
자연,비자림,비자림,비자림,33.49040837,126.8099875,제주특별자치도 제주시 구좌읍 평대리 3161-1
자연,사라봉,사라봉,사라봉,33.51793874,126.5450389,제주특별자치도 제주시 건입동 387-1
자연,사라오름,한라산 사라오름,사라오름,33.371166,126.57055,제주특별자치도 서귀포시 남원읍 신례리 산2-1
자연,산굼부리,산굼부리,산굼부리,33.43257412,126.6938406,제주특별자치도 제주시 조천읍 교래리 166-2
자연,산방산,산방산,산방산,33.242849,126.313734,제주특별자치도 서귀포시 안덕면 사계리 산 16
자연,산지등대,산지항로표지관리소,산지등대,33.5214721,126.5457825,제주특별자치도 제주시 건입동 340-2
자연,산지천,산지천,산지천,33.51335755,126.5274026,제주특별자치도 제주시 일도1동
자연,삼양검은모래해변,삼양해수욕장,삼양해수욕장,33.52586702,126.5855373,제주특별자치도 제주시 삼양이동 1960-4
자연,삼의봉,삼의봉,삼의봉,33.44024588,126.5619244,제주특별자치도 제주시 아라일동 산 24-2
자연,삼의양오름,세미오름,세미오름,33.4390897,126.5623432,제주특별자치도 제주시 아라동 산 24-2
자연,새별오름,새별오름,새별오름,33.36619365,126.3577119,제주특별자치도 제주시 애월읍 봉성리 산 59-3
자연,새신오름,새신오름,새신오름,33.29818979,126.2393193,제주특별자치도 제주시 한경면 산양리
자연,생각하는정원,생각하는정원 출입구1,생각하는정원,33.32606852,126.2549979,제주특별자치도 제주시 한경면 저지리 1529-7
자연,서건도,서건도,서건도,33.22999483,126.4986272,제주특별자치도 서귀포시 강정동 산 1
자연,서귀포자연휴양림,서귀포자연휴양림,서귀포자연휴양림,33.31229131,126.464872,제주특별자치도 서귀포시 하원동 산 1-1
자연,서귀포해양도립공원,서귀포해양도립공원,서귀포해양도립공원,33.2415869,126.5577677,제주특별자치도 서귀포시 서홍동
자연,석부작박물관,석부작박물관,석부작박물관,33.25040315,126.536502,제주특별자치도 서귀포시 호근동 569-2
자연,선흘곶자왈,선흘곶자왈,선흘곶자왈,33.5164508,126.7160285,제주특별자치도 제주시 조천읍 선흘리 산 12
자연,섭지코지,섭지코지,섭지코지,33.42393807,126.9306092,제주특별자치도 서귀포시 성산읍 고성리 87
자연,성산일출봉,성산일출봉,성산일출봉,33.45913497,126.9405375,제주특별자치도 서귀포시 성산읍 성산리 78
자연,세화해변,세화해변,세화해변,33.52514366,126.8602562,제주특별자치도 제주시 구좌읍 세화리 1-1
자연,소남머리,소남머리,소남머리,33.24339616,126.569759,제주특별자치도 서귀포시 송산동
자연,소정방폭포,소정방폭포,소정방폭포,33.24522641,126.5776345,제주특별자치도 서귀포시 서귀동
자연,손지오름,손자봉,손자봉,33.45662365,126.8198323,제주특별자치도 제주시 구좌읍 종달리 산 52
자연,송악산,송악산,송악산,33.19921553,126.2901175,제주특별자치도 서귀포시 대정읍 상모리 산 2
자연,쇠머리오름,쇠머리오름,쇠머리오름,33.49227259,126.9636633,제주특별자치도 제주시 우도면 연평리 산 17
자연,쇠소깍,쇠소깍,쇠소깍,33.25235487,126.624332,제주특별자치도 서귀포시 남원읍 하례리 1889
자연,수악,수악,수악,33.32473827,126.6093767,제주특별자치도 서귀포시 남원읍 하례리 산 10
자연,수월봉,수월봉,수월봉,33.2946169,126.1631723,제주특별자치도 제주시 한경면 고산리 3763
자연,신양섭지코지해변,신양섭지해수욕장,신양섭지해수욕장,33.43510307,126.9234728,제주특별자치도 서귀포시 성산읍 고성리 186-2
자연,신풍신천바다목장,신천목장,신천목장,33.3562684,126.8679163,제주특별자치도 서귀포시 성산읍 신천리 1
자연,쌍용굴,한림공원 쌍용굴,쌍용굴,33.38645018,126.2407225,제주특별자치도 제주시 한림읍 협재리
자연,아부오름,아부오름,아부오름,33.44858418,126.777215,제주특별자치도 제주시 구좌읍 송당리 2263
자연,안덕계곡,안덕계곡,안덕계곡,33.25720217,126.3525826,제주특별자치도 서귀포시 안덕면 감산리 1946
자연,어승생,어승생승마장,어승생승마장,33.4256641,126.490813,제주특별자치도 제주시 노형동 산 14-1
자연,엉또폭포,엉또폭포,엉또폭포,33.26853216,126.4999655,제주특별자치도 서귀포시 강정동 5628
자연,엉알해안,엉알해안,엉알해안,33.29942092,126.1675155,제주특별자치도 제주시 한경면 고산리
자연,여미지식물원,여미지식물원,여미지식물원,33.25260678,126.4142595,제주특별자치도 서귀포시 색달동 2484-1
자연,연화못,연화못,연화못,33.29425782,126.2332898,제주특별자치도 제주시 한경면 청수리 3333-1
자연,열안지,열안지,열안지,33.42576024,126.5212974,제주특별자치도 제주시 오라동 산 97
자연,열안지오름,열안지오름,열안지오름,33.47305474,126.6052914,제주특별자치도 제주시 봉개동 산 778-1
자연,오백나한,오백나한,오백나한,33.35653848,126.5020585,제주특별자치도 서귀포시 하원동
자연,오조마을,오조마을,오조마을,33.46207672,126.9140605,제주특별자치도 서귀포시 성산읍 오조리
자연,왕이메,왕이메,왕이메,33.3436202,126.376642,제주특별자치도 서귀포시 안덕면 광평리
자연,외돌개,외돌개,외돌개,33.23903382,126.5448623,제주특별자치도 서귀포시 서홍동 791
자연,용눈이오름,용눈이오름,용눈이오름,33.45969968,126.8325101,제주특별자치도 제주시 구좌읍 종달리 산 38
자연,용두암,용두암,용두암,33.51611062,126.5119571,제주특별자치도 제주시 용담2동 483
자연,용머리해안,용머리해안,용머리해안,33.23165676,126.3147366,제주특별자치도 서귀포시 안덕면 사계리
자연,용연,용연구름다리,용연구름다리,33.512722,126.514464,제주특별자치도 제주시 용담일동 2581-4
자연,용천동굴,용천동굴,용천동굴,33.54828143,126.7781698,제주특별자치도 제주시 구좌읍 월정리 1837-2
자연,우도등대,우도항로표지관리소,우도등대,33.49309193,126.9660906,제주특별자치도 제주시 우도면 연평리 337
자연,우도산호해변,우도산호해변,우도산호해변,33.50240607,126.9430478,제주특별자치도 제주시 우도면 연평리
자연,우도,우도,우도,33.50441997,126.9555823,제주특별자치도 제주시 우도면 연평리
자연,웃세오름,윗세오름,윗세오름,33.371137,126.510176,제주특별자치도 제주시 애월읍 광령리 산183
자연,월정리해변,월정리해수욕장,월정리해수욕장,33.55646939,126.7958051,제주특별자치도 제주시 구좌읍 월정리 33-3
자연,이호테우해변,이호테우해수욕장,이호테우해수욕장,33.4973768,126.4526908,제주특별자치도 제주시 이호일동 1665-13
자연,저지오름,저지오름,저지오름,33.33268661,126.2508601,제주특별자치도 제주시 한경면 저지리 산 51
자연,정물알오름,정물알오름,정물알오름,33.34054131,126.3244205,제주특별자치도 제주시 한림읍 금악리 105-1
자연,정물오름,정물오름,정물오름,33.33849135,126.3294634,제주특별자치도 제주시 한림읍 금악리 산 52-1
자연,정방폭포,정방폭포,정방폭포,33.24499661,126.5716053,제주특별자치도 서귀포시 동홍동 299-3
자연,제주노루생태관찰원,노루생태관찰원,노루생태관찰원,33.44481525,126.625806,제주특별자치도 제주시 봉개동 산 51-2
자연,제주당처물동굴,당처물동굴,당처물동굴,33.55689077,126.78482,제주특별자치도 제주시 구좌읍 월정리 1457
자연,제주선흘리벵뒤굴,벵뒤굴,벵뒤굴,33.47537456,126.7179055,제주특별자치도 제주시 조천읍 선흘리 365
자연,제주토끼섬문주란자생지,토끼섬 문주란자생지,문주란자생지,33.5237453,126.9026752,제주특별자치도 제주시 구좌읍 하도리 산 85
자연,제주하도리철새도래지,하도리철새도래지,하도리철새도래지,33.51121572,126.8970623,제주특별자치도 제주시 구좌읍 하도리
자연,제주절물자연휴양림,제주절물자연휴양림,절물자연휴양림,33.43915259,126.6280113,제주특별자치도 제주시 봉개동 산 78-1
자연,제지기오름,제지기오름,제지기오름,33.24161574,126.6094764,제주특별자치도 서귀포시 보목동 275-1
자연,종달리해안도로,종달리해안도로,종달리해안도로,33.4826062,126.9017357,제주특별자치도 제주시 구좌읍 종달리 630-1
자연,주상절리대,대포주상절리,대포주상절리,33.23837534,126.4258132,제주특별자치도 서귀포시 중문동 2767
자연,중문·색달해변,중문색달해수욕장,중문색달해수욕장,33.24503815,126.4114987,제주특별자치도 서귀포시 색달동 3039
자연,지미봉,지미봉,지미봉,33.49960787,126.9030165,제주특별자치도 제주시 구좌읍 종달리 산 3-1
자연,차귀도,차귀도,차귀도,33.31155496,126.1476252,제주특별자치도 제주시 한경면 고산리 125
자연,천아오름,천아오름,천아오름,33.3959387,126.4499396,제주특별자치도 제주시 애월읍 광령리 산 182-1
자연,천제연폭포,천제연폭포,천제연폭포,33.25267658,126.4183754,제주특별자치도 서귀포시 중문동 2232
자연,천지연폭포,천지연폭포,천지연폭포,33.24720872,126.5545245,제주특별자치도 서귀포시 서홍동 2565
자연,추자도,추자도,추자도,33.95286305,126.3148473,제주특별자치도 제주시 추자면 묵리
자연,추자도등대,추자도등대,추자도등대,33.95789026,126.2982718,제주특별자치도 제주시 추자면 영흥리 75
자연,카멜리아힐,카멜리아힐,카멜리아힐,33.28963443,126.3700095,제주특별자치도 서귀포시 안덕면 상창리 271
자연,폭낭오름,폭낭오름,폭낭오름,33.35202041,126.3818635,제주특별자치도 제주시 애월읍 봉성리 산 43
자연,표선해비치해변,표선해수욕장,표선해수욕장,33.32751092,126.8374248,제주특별자치도 서귀포시 표선면 표선리
자연,하고수동해변,하고수동해변,하고수동해변,33.5141508,126.9576482,제주특별자치도 제주시 우도면 연평리
자연,하모리해변,하모해수욕장,하모해수욕장,33.21106494,126.2607532,제주특별자치도 서귀포시 대정읍 하모리
자연,한대오름,한라산 한대오름,한대오름,33.35631853,126.424477,제주특별자치도 제주시 애월읍 봉성리 산 1
자연,한라산,한라산국립공원,한라산국립공원,33.37666556,126.5422209,제주특별자치도 제주시 오등동 산 182
자연,한라산백록담,백록담,백록담,33.3624195,126.5333432,제주특별자치도 서귀포시 토평동 산 15-1
자연,한라산성판악,성판악,성판악,33.37530348,126.5845894,제주특별자치도 제주시 조천읍 교래리 산 137-2
자연,한라산영실,한라산영실,한라산영실,33.31925848,126.4783179,제주특별자치도 서귀포시 도순동 산 1
자연,한라생태숲,한라생태숲,한라생태숲,33.43129334,126.5976996,제주특별자치도 제주시 용강동 산 14-1
자연,한라수목원,한라수목원,한라수목원,33.46978393,126.4932661,제주특별자치도 제주시 연동 2484
