분류,장소명,카카오맵_장소명,검색_장소명,위도,경도,주소
문화/예술/역사,대정향교,대정향교,대정향교,33.23945,126.288411,제주특별자치도 서귀포시 안덕면 향교로 165-17
문화/예술/역사,명월대,명월대,명월대,33.38901265,126.2662279,제주특별자치도 제주시 한림읍 명월리 2223
문화/예술/역사,모충사,모충사,모충사,33.51606702,126.5460174,제주특별자치도 제주시 건입동 426
문화/예술/역사,방사탑,방사탑,방사탑,33.51340556,126.4842895,제주특별자치도 제주시 용담삼동 2580-55
문화/예술/역사,백제사,백제사,백제사,33.44885763,126.4242237,제주특별자치도 제주시 애월읍 광령리 4121
문화/예술/역사,법화사,법화사,법화사,33.26504376,126.4575917,제주특별자치도 서귀포시 하원동 1071-1
문화/예술/역사,별방진,별방진,별방진,33.52677198,126.8828987,제주특별자치도 제주시 구좌읍 하도리 3354
문화/예술/역사,보림사,보림사,제주보림사,33.517629,126.546427,제주특별자치도 제주시 사라봉동길 61
문화/예술/역사,불탑사,불탑사,불탑사,33.52929506,126.5981808,제주특별자치도 제주시 삼양일동 696
문화/예술/역사,산방굴사,산방굴사,산방굴사,33.2379626,126.3130909,제주특별자치도 서귀포시 안덕면 사계리 3693
문화/예술/역사,산천단곰솔,곰솔흑송,산천단곰솔,33.44740877,126.5529876,제주특별자치도 제주시 아라일동 375-1
문화/예술/역사,서귀포김정희유배지,추사유배지,추사유배지,33.25040562,126.2781963,제주특별자치도 서귀포시 대정읍 안성리 1661-1
문화/예술/역사,서귀포하논분화구,하논,하논분화구,33.254403,126.546352,제주특별자치도 서귀포시 일주동로 8823
문화/예술/역사,성읍민속마을,성읍민속마을,성읍민속마을,33.38700668,126.7999853,제주특별자치도 서귀포시 표선면 성읍리 820-1
문화/예술/역사,약천사,약천사,약천사,33.24623622,126.4494585,제주특별자치도 서귀포시 대포동 1165
문화/예술/역사,양금석가옥,양금석가옥,양금석가옥,33.29132857,126.6284809,제주특별자치도 서귀포시 남원읍 신례리 1314
문화/예술/역사,연북정,연북정,연북정,33.54008358,126.6361195,제주특별자치도 제주시 조천읍 조천리 2690
문화/예술/역사,오현단,오현단,오현단,33.51041917,126.5257267,제주특별자치도 제주시 이도1동 1421-3
