분류,장소명,카카오맵_장소명,검색_장소명,위도,경도,주소
문화/예술/역사,월영사,월영사,월영사,33.47781058,126.4136737,제주특별자치도 제주시 애월읍 상귀리 329
문화/예술/역사,월정사,월정사,월정사,33.466567,126.510354,제주특별자치도 제주시 아연로 216-5
문화/예술/역사,이중섭거주지,이중섭거주지,이중섭거주지,33.24554838,126.5643275,제주특별자치도 서귀포시 서귀동 512-1
문화/예술/역사,절부암,절부암,절부암,33.32369021,126.1671398,제주특별자치도 제주시 한경면 용수리 4241-5
문화/예술/역사,정의향교,성읍민속마을 정의향교,정의향교,33.38679736,126.7998955,제주특별자치도 서귀포시 표선면 성읍리 820-1
문화/예술/역사,제주삼성혈,삼성혈,삼성혈,33.50442977,126.5287641,제주특별자치도 제주시 이도1동 1313
문화/예술/역사,제주삼양동유적,제주삼양동유적,제주삼양동유적,33.52332447,126.5876808,제주특별자치도 제주시 삼양동 1660-5
문화/예술/역사,제주목관아,제주목 관아,제주목관아,33.51420236,126.5220035,제주특별자치도 제주시 삼도2동 1045-1
문화/예술/역사,제주민속촌,제주민속촌,제주민속촌,33.32239595,126.8422973,제주특별자치도 서귀포시 표선면 표선리 40-1
문화/예술/역사,제주성지,제주성지,제주성지,33.5101297,126.5254743,제주특별자치도 제주시 이도1동 1437-6
문화/예술/역사,제주향교,제주향교,제주향교,33.51111202,126.5155843,제주특별자치도 제주시 용담1동 298-1
문화/예술/역사,천왕사,대한불교조계종천왕사,대한불교조계종천왕사,33.40777553,126.4950368,제주특별자치도 제주시 노형동 산 20-17
문화/예술/역사,평화통일불사리탑,평화통일불사리탑,평화통일불사리탑,33.5319587,126.6362095,제주특별자치도 제주시 조천읍 조천리 2268-1
박물관/전시관/미술관,김영갑갤러리,김영갑갤러리두모악,김영갑갤러리두모악,33.37189523,126.8541359,제주특별자치도 서귀포시 성산읍 삼달리 437-5
